"<android.app.Dialog: void setTitle(java.lang.CharSequence)>","Please rate  Run!Santa!Run!"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","If you enjoy using  Run!Santa!Run!, please take a moment to rate it. Thanks!"
"<android.widget.TextView: void setPadding(int,int,int,int)>","4","0","4","10"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Rate"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Remind me later"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","No, thanks"
"<android.app.Dialog: void setContentView(android.view.View)>","android.widget.LinearLayout{4c9ca5e V.E...... ......I. 0,0-0,0}"
"<android.app.Activity: void setContentView(android.view.View,android.view.ViewGroup$LayoutParams)>","android.widget.FrameLayout{66f256b V.E...... ......I. 0,0-0,0}","android.widget.FrameLayout$LayoutParams@67bb8c8"
"<android.app.Dialog: void setTitle(java.lang.CharSequence)>","Please rate  Run!Santa!Run!"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","If you enjoy using  Run!Santa!Run!, please take a moment to rate it. Thanks!"
"<android.widget.TextView: void setPadding(int,int,int,int)>","4","0","4","10"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Rate"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Remind me later"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","No, thanks"
"<android.app.Dialog: void setContentView(android.view.View)>","android.widget.LinearLayout{4c9ca5e V.E...... ......I. 0,0-0,0}"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","100001","240000"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","DoodleMobileAnaylise","create files"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","DoodleMobileAnaylise","syncContents: p=android&a=null&m=2.1.3b01&d=null&v=123&j=[{""hb"":{""g"":""null"",""id"":""6b936331b33fc4ed5de7c082132e1c4f4e3698ad"",""a"":""null"",""p"":""android"",""m"":""2.1.3b01"",""v"":""42"",""d"":""null"",""dm"":""null"",""dv"":""null"",""hwdm"":""null"",""lg"":""en"",""lo"":""United+States"",""pn"":""com.game.myscvwe""},""ev"":[]}]"
"<java.net.URL: void <init>(java.lang.String)>","http://data.doodlemobile.com:8080/dmdata/ReceiveServlet"
"<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>","POST"
"<android.app.Activity: void setContentView(android.view.View,android.view.ViewGroup$LayoutParams)>","android.widget.FrameLayout{66f256b V.E...... ......I. 0,0-0,0}","android.widget.FrameLayout$LayoutParams@67bb8c8"
"<android.app.Dialog: void setTitle(java.lang.CharSequence)>","Please rate  Run!Santa!Run!"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","If you enjoy using  Run!Santa!Run!, please take a moment to rate it. Thanks!"
"<android.widget.TextView: void setPadding(int,int,int,int)>","4","0","4","10"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Rate"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Remind me later"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","No, thanks"
"<android.app.Dialog: void setContentView(android.view.View)>","android.widget.LinearLayout{4c9ca5e V.E...... ......I. 0,0-0,0}"
