"<android.app.Activity: void setContentView(int)>","2130903077"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.os.Handler: boolean sendEmptyMessage(int)>","1003"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","com.Company1.ProductCxq.SniperView>>>>>>>>>>>>>","loading elapsed time: 3155"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","com.Company1.ProductCxq.SniperView>>>>>>>>>>>>>","loading end"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound --7"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound .."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------1017.0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------975.04877"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------33"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------883.51874"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------105"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------844.11"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------136"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------775.4625"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------190"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------757.665"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------204"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------701.73"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------248"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------635.625"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------300"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------565.70624"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------355"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------537.7388"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------377"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------453.83624"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------443"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------345.78"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------528"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------240.26625"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------611"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------8.89875"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------793"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------0.0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------952"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------119"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------194"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------300"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------392"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------466"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","arrival listener is trigged..."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","play background music","play background music"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","go to select board"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","java.lang.String>>>>>>>>>>>>>","------------------------closeMenuBoard"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","SoundManager.bgm","!= null"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","bgm.isPlaying()","true"
"<android.os.Handler: boolean sendEmptyMessage(int)>","1001"
"<android.view.View: void setVisibility(int)>","8"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","opening select board..."
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","level:  0"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Mission 1"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","2.47125 scaleX"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","2.47125 scaleY"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","do not need to scale 22"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","2.47125 scaleX"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","2.47125 scaleY"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","do not need to scale 22"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","2.47125 scaleX"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","2.47125 scaleY"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","do not need to scale 22"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","2.47125 scaleX"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","2.47125 scaleY"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","do not need to scale 22"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","decode resource wrong!"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","1.4015265 scaleX"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","on pause. game activity"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","sound pause"
"<android.app.Activity: void setContentView(int)>","2130903077"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","java.lang.String>>>>>>>>>>>>>","1977"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","java.lang.String>>>>>>>>>>>>>","1080"
"<android.view.View: void setKeepScreenOn(boolean)>","1"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","gameThread starting"
"<android.view.View: void setVisibility(int)>","8"
"<android.view.View: void setVisibility(int)>","8"
"<android.view.View: void setVisibility(int)>","8"
"<android.view.View: void setVisibility(int)>","8"
"<android.view.View: void setVisibility(int)>","8"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","on start."
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","on resume."
"<android.view.View: void setVisibility(int)>","8"
"<android.view.View: void setVisibility(int)>","8"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","**************************surfaceCreated"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","**************************surface Changed"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","java.lang.String>>>>>>>>>>>>>","1977"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","java.lang.String>>>>>>>>>>>>>","1080"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","setSurfaceSize"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","com.Company1.ProductCxq.SniperView$GameThread>>>>>>>>>>>>>","has lock of mSurfaceHolder   false"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","com.Company1.ProductCxq.SniperView$GameThread>>>>>>>>>>>>>","has lock of mSurfaceHolder   true"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","com.Company1.ProductCxq.SniperView$GameThread>>>>>>>>>>>>>","draw loading"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","com.Company1.ProductCxq.SniperView>>>>>>>>>>>>>","loading start"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","Loading Texture","-------------loading texture"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","scaleX","--------------2.47125"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","scaleY","--------------2.25"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","java.lang.String>>>>>>>>>>>>>","48"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","java.lang.String>>>>>>>>>>>>>","28"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","mFontHeight-------------,","48"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","API_LEVEL","28"
"<android.view.View: void setHorizontalScrollBarEnabled(boolean)>","0"
"<android.view.View: void setVerticalScrollBarEnabled(boolean)>","0"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Mission 1"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Mission 1"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.os.Handler: boolean sendEmptyMessage(int)>","1000"
"<android.os.Handler: boolean sendEmptyMessage(int)>","1003"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","com.Company1.ProductCxq.SniperView>>>>>>>>>>>>>","loading elapsed time: 2592"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","com.Company1.ProductCxq.SniperView>>>>>>>>>>>>>","loading end"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------1017.0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------990.3038"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------21"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------803.43"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------168"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound --7"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound .."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------587.3175"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------338"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------488.16"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------416"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------391.545"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------492"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------311.45624"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------555"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------235.18126"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------615"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------163.99126"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------671"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------80.08875"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------737"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------0.0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------821"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------181"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------466"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","arrival listener is trigged..."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","play background music","play background music"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Mission 1"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------28"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound --15"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound .."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------81"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------108"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------134"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------166"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------206"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------256"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------281"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------314"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------345"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------372"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------401"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------441"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------468"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------495"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------534"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------30"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------59"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------85"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------128"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------155"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------185"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------218"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------250"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------288"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------324"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------353"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------404"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------24.15375"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------19"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------67.37625"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------53"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------137.295"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------108"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------161.44875"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------127"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------195.7725"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------154"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------236.4525"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------186"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------274.59"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------216"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------313.99875"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------247"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------348.3225"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------274"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------399.17252"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------314"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------425.86874"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------335"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------480.5325"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------378"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------512.3138"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------403"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------552.9938"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------435"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------594.945"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------468"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------636.89624"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------501"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------686.475"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------540"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------711.9"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------560"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------742.41003"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------584"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------804.70123"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------633"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------823.77"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------648"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------849.195"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------668"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------882.2475"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------694"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------938.1825"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------738"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------955.98"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------752"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------983.9475"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------774"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound --18"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound .."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------1017.0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------1003.01624"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------11"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------967.42126"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------39"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------901.3163"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------91"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------888.60376"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------101"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------854.28"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------128"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------808.515"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------164"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------775.4625"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------190"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------746.22375"
