"<android.app.Activity: void setContentView(int)>","2130903041"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/BtnClick5.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/LevelCompleted2.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/firework.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemClear2-0.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemClear2-1.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemClear2-2.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemClear2-3.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemClear5.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemDrop2.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/laserCharge3.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/mainTheme.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/missionFail.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/ready.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/scoreTick1.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/shaking2.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/spark.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/stDialog1.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/theme1.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/theme2.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/theme3.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/theme4.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/theme8.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/theme9.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/ufoBomb8.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/ufoHit1.mp3"
"<android.content.Intent: android.content.Intent setClass(android.content.Context,java.lang.Class)>","com.balloonisland.hfxw.OpeningActivity@d1de2b3","class com.balloonisland.hfxw.StarGems"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { cmp=com.balloonisland.hfxw/.StarGems }"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","apk path","/data/app/com.balloonisland.hfxw-ltnV6qZdv44tvLjakNhyOg==/base.apk"
"<android.app.Activity: void setContentView(int)>","2130903040"
"<android.view.View: void setFocusableInTouchMode(boolean)>","1"
"<android.app.Activity: void setVolumeControlStream(int)>","3"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","CENTER"
"<android.app.Activity: void setContentView(int)>","2130903041"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/BtnClick5.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/LevelCompleted2.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/firework.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemClear2-0.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemClear2-1.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemClear2-2.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemClear2-3.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemClear5.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/gemDrop2.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/laserCharge3.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/mainTheme.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","CopyAsset","No need to copy file - /data/data/com.balloonisland.hfxw/missionFail.mp3"
"<android.content.Intent: android.content.Intent setClass(android.content.Context,java.lang.Class)>","com.balloonisland.hfxw.OpeningActivity@d1de2b3","class com.balloonisland.hfxw.StarGems"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { cmp=com.balloonisland.hfxw/.StarGems }"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","apk path","/data/app/com.balloonisland.hfxw-ltnV6qZdv44tvLjakNhyOg==/base.apk"
"<android.app.Activity: void setContentView(int)>","2130903040"
"<android.view.View: void setFocusableInTouchMode(boolean)>","1"
"<android.app.Activity: void setVolumeControlStream(int)>","3"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","CENTER"
