"<android.view.View: void setFocusableInTouchMode(boolean)>","1"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/firework_explode.ogg = 2130903068"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/fizz01.ogg = 2130903069"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 30"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/fizz01.ogg = 2130903069"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/flap.ogg = 2130903070"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 31"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/flap.ogg = 2130903070"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/foot1.ogg = 2130903071"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 32"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/foot1.ogg = 2130903071"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/foot2.ogg = 2130903072"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 33"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/foot2.ogg = 2130903072"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/frost.ogg = 2130903073"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 34"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/frost.ogg = 2130903073"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/grog.ogg = 2130903076"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 35"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/grog.ogg = 2130903076"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/grog_celebrate.ogg = 2130903074"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 36"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/grog_celebrate.ogg = 2130903074"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/grog_grow.ogg = 2130903075"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 37"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/grog_grow.ogg = 2130903075"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/grog_smash.ogg = 2130903077"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 38"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/grog_smash.ogg = 2130903077"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/ignite.ogg = 2130903078"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/ignite.ogg = 2130903078"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/intro_ramp.ogg = 2130903079"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/intro_ramp.ogg = 2130903079"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/jump.ogg = 2130903080"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 41"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/jump.ogg = 2130903080"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/kenny_celebrate.ogg = 2130903081"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 42"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/kenny_celebrate.ogg = 2130903081"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/kenny_scurry.ogg = 2130903082"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 43"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/kenny_scurry.ogg = 2130903082"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/land.ogg = 2130903083"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 44"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/land.ogg = 2130903083"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/mioto_yell.ogg = 2130903084"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 45"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/mioto_yell.ogg = 2130903084"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/miyoto_celebrate.ogg = 2130903085"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 46"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/miyoto_celebrate.ogg = 2130903085"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/organic_whoosh_07.ogg = 2130903086"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 47"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/organic_whoosh_07.ogg = 2130903086"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/poof.ogg = 2130903087"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 48"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/poof.ogg = 2130903087"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/pop.ogg = 2130903088"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 49"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/pop.ogg = 2130903088"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/scream_pain_female_01.ogg = 2130903089"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 50"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/scream_pain_female_01.ogg = 2130903089"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/select.ogg = 2130903090"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 51"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/select.ogg = 2130903090"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/sheena_woo.ogg = 2130903091"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 52"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/sheena_woo.ogg = 2130903091"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/transition.ogg = 2130903096"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 53"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/transition.ogg = 2130903096"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/unger_celebrate.ogg = 2130903097"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 54"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/unger_celebrate.ogg = 2130903097"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------assets/audio/unger_grunt.ogg = 2130903098"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 55"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/unger_grunt.ogg = 2130903098"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","Sound","playMusic"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------assets/audio/theme.ogg = 2130903095"
"<android.view.View: void setFocusableInTouchMode(boolean)>","1"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","Cocos2dxActivity","model=AOSP on IA Emulator"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","Cocos2dxActivity","product=sdk_gphone_x86_arm"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","Cocos2dxActivity","isEmulator=true"
"<android.app.Activity: void setContentView(android.view.View)>","android.widget.FrameLayout{69dbbc8 V.E...... ......I. 0,0-0,0}"
"<android.os.Handler: boolean sendMessage(android.os.Message)>","{ when=-3h24m51s297ms barrier=0 }"
"<android.widget.ImageView: void setImageDrawable(android.graphics.drawable.Drawable)>","android.graphics.drawable.BitmapDrawable@c0be5e3"
"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.view.View: void setFocusable(boolean)>","1"
"<android.app.Activity: void setContentView(android.view.View)>","com.zhuoqiu.goodgxq.Vviews{e5fc98 VFE...... ......I. 0,0-0,0}"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968588"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968576"
"<java.lang.StringBuffer: void setLength(int)>","6"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","1"
"<java.lang.StringBuffer: void setLength(int)>","6"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","2"
"<java.lang.StringBuffer: void setLength(int)>","6"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","3"
"<java.lang.StringBuffer: void setLength(int)>","6"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","4"
"<java.lang.StringBuffer: void setLength(int)>","6"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","5"
"<java.lang.StringBuffer: void setLength(int)>","6"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","6"
"<java.lang.StringBuffer: void setLength(int)>","6"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","7"
"<java.lang.StringBuffer: void setLength(int)>","6"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","8"
"<java.lang.StringBuffer: void setLength(int)>","6"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","9"
"<java.lang.StringBuffer: void setLength(int)>","7"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","1"
"<java.lang.StringBuffer: void setCharAt(int,char)>","6","0"
"<java.lang.StringBuffer: void setLength(int)>","7"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","1"
"<java.lang.StringBuffer: void setCharAt(int,char)>","6","1"
"<java.lang.StringBuffer: void setLength(int)>","7"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","1"
"<java.lang.StringBuffer: void setCharAt(int,char)>","6","2"
"<java.lang.StringBuffer: void setLength(int)>","7"
"<java.lang.StringBuffer: void setCharAt(int,char)>","0","p"
"<java.lang.StringBuffer: void setCharAt(int,char)>","1","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","2","o"
"<java.lang.StringBuffer: void setCharAt(int,char)>","3","l"
"<java.lang.StringBuffer: void setCharAt(int,char)>","4","b"
"<java.lang.StringBuffer: void setCharAt(int,char)>","5","1"
"<java.lang.StringBuffer: void setCharAt(int,char)>","6","3"
"<android.content.ContextWrapper: java.io.FileInputStream openFileInput(java.lang.String)>","vegaspool"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968592"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968576"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968577"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968576"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968576"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968576"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968576"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968576"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968576"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968576"
"<java.lang.StringBuffer: void setLength(int)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968576"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130968576"
