"<android.app.Activity: void setContentView(int)>","2130903077"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------1017.0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------0"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound --7"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound .."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------695.3738"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------253"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------535.1962"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------379"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------396.63"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------488"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------241.5375"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------610"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------124.582504"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------702"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------0.0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------821"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------58"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------124"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------199"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------272"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------395"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------456"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","arrival listener is trigged..."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","play background music","play background music"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","go to help Board"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound --15"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound .."
"<android.util.Log: int d(java.lang.String,java.lang.String)>","java.lang.String>>>>>>>>>>>>>","------------------------closeMenuBoard"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","SoundManager.bgm","!= null"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","bgm.isPlaying()","true"
"<android.os.Handler: boolean sendEmptyMessage(int)>","1001"
"<android.view.View: void setVisibility(int)>","8"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Mission 1"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","go to menuBoard"
"<android.os.Handler: boolean sendEmptyMessage(int)>","1000"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------1017.0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------968.6925"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------38"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------898.77374"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------93"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------869.53503"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------116"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------844.11"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------136"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------795.8025"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------174"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------739.8675"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------218"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------697.91626"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------251"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------658.5075"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------282"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------617.8275"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------314"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------563.16376"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------357"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------535.1962"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------379"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------493.245"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------412"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------441.12375"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------453"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------409.3425"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------478"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------348.3225"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------526"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------287.3025"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------574"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------223.74"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------624"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------160.1775"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------674"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------111.87"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------712"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------55.935"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------756"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------0.0"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------810"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------35"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------86"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------135"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------187"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------251"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------276"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------315"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------384"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------414"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","arrival listener is trigged..."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","play background music","play background music"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","beforeSubmitFirst","-------------true"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound --15"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound .."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","beforeSubmitFirst","-------------true"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","DoodleMobile","Warning: Submit Score param: {""mac-address"":""02:00:00:00:00:00--dm--358240051111110"",""submit-score"":0,""app-id"":""10036"",""user-id"":null,""device"":null,""version"":{""sdk"":""28""}}"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","Client","Exception: 1"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Mission 1"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Mission 1"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound --15"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound .."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------2"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------59"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------107"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------195"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------224"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound --9"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","play sound .."
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------320"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------354"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------397"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------447"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------480"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------512"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------36"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------79"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------115"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------175"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------212"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------242"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------297"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------376"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","FLAG_OPTIONBUTTONEXIT","FLAG_OPTIONBUTTONEXIT"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------424"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------100.42875"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------79"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------160.1775"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------126"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------211.0275"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------166"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------247.89375"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------195"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------294.93"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------232"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------376.29"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------296"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------430.95377"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------339"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------484.34625"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------381"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------547.90875"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------431"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------602.5725"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------474"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------645.795"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------508"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------697.91626"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------549"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------744.9525"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------586"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------821.2275"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------646"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------844.11"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------664"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------915.3"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------720"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------968.6925"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------762"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","sy","--------------1011.915"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","time","------------796"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Mission 1"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","sniper","onKeyDown"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Mission 1"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
"<android.view.View: void setBackgroundResource(int)>","2130837504"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","?"
