"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 44 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837510"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837510"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 44"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 37"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 50 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837511"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837511"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 44"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 37"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 57 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837512"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837512"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 38"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 70 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837514"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837514"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 57"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 38"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 79 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837515"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837518"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837518"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 111 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837519"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837519"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 117 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837520"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837520"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 124 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837521"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837521"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 130 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837522"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837526"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837526"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 162 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837527"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837527"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 168 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837528"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837528"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 175 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837529"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837529"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 181 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837530"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837530"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 288"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 188 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837531"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837531"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 288"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 260 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837532"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837532"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 288"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 332 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837533"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837533"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 288"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 64"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 404 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837538"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837538"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 88"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 32"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 765 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837539"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837539"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 149"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 49"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 776 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837540"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837540"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 90"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837541"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837541"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 90"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 813 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837542"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837542"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 32"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 821 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837543"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837543"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 35"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 21"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 824 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837544"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837544"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 827 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837545"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837545"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 31"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 31"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 830 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837546"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837546"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 37"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 36"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 834 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837547"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837547"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 36"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 840 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837548"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837548"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 36"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 45"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 845 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837549"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837549"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 43"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 47"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 852 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837550"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837550"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 45"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 46"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 860 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837551"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837555"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837557"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 936 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837558"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837558"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 104"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 111"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 974 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837559"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837559"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 119"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 115"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1020 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837560"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837560"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1073 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837561"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837561"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 153"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 121"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1073 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837562"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837562"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1146 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837563"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837563"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 165"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 124"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1146 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837564"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837564"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1226 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837565"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837565"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 130"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 117"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1227 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837566"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837566"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 112"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 102"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1286 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837567"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837567"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1331 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837568"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837568"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 243"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 168"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1331 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837569"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837569"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 88"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1491 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837570"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837570"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 88"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1499 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837571"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837571"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 88"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1508 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837572"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837572"
