"<dalvik.system.VMRuntime: float setTargetHeapUtilization(float)>","0.75"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@5cdeb85","null","android.graphics.BitmapFactory$Options@44dfdda"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/bg/f13.rdf"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/line.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_1.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_2.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@1d4f097","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_3.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_4.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@ec47069","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_6.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_7.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@5aaaa25","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_8.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_9.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@400c3a1","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_10.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_11.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_12.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_13.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_14.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_15.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_16.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@b50cb9b","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_17.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_18.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_19.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_20.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@db31313","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_21.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_22.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_23.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@e1c1f05","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_24.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@337d18b","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_25.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_26.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_27.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_28.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_29.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_30.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@556f05f","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_31.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_32.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_33.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_35.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_37.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_38.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_39.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_40.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_41.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_42.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@69f3947","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_43.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_44.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_45.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@d78f399","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_46.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_47.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@fdc3055","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_48.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_49.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_50.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_51.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@afb150d","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_52.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@bbb8ad3","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_53.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_55.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_56.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_57.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@1453c41","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_58.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_59.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_60.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@cccec3","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_61.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_62.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_63.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_64.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_65.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_66.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_67.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_68.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_69.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@f39abe9","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_70.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_71.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_72.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_73.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_74.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_75.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_76.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_77.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_78.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_79.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_80.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_81.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@5bf4ef","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_82.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@8295285","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_83.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@a9cf10b","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_84.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_85.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_86.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_87.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@cd07683","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_89.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_90.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@2bce6f5","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_91.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_92.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@b41fd71","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_93.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/cover/cs.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/line.png"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/cover/cs.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/line.png"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@606e3d8","0","6"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@b6b0331","0","6"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@5945c90","0","12"
"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.app.Activity: void setContentView(int)>","2130903043"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","快刀切切"
"<android.content.res.Resources: java.io.InputStream openRawResource(int,android.util.TypedValue)>","2130837517","TypedValue{t=0x0/d=0x0}"
"<android.content.res.Resources: java.io.InputStream openRawResource(int,android.util.TypedValue)>","2130837516","TypedValue{t=0x3/d=0xd ""res/drawable-hdpi/award_item_rect_up.png"" a=2 r=0x7f02000d}"
"<android.content.res.Resources: java.io.InputStream openRawResource(int,android.util.TypedValue)>","2130837515","TypedValue{t=0x3/d=0xc ""res/drawable-hdpi/award_item_rect_mid.png"" a=2 r=0x7f02000c}"
"<android.content.res.Resources: java.io.InputStream openRawResource(int,android.util.TypedValue)>","2130837514","TypedValue{t=0x3/d=0xb ""res/drawable-hdpi/award_item_rect_down.png"" a=2 r=0x7f02000b}"
"<android.content.res.Resources: java.io.InputStream openRawResource(int,android.util.TypedValue)>","2130837521","TypedValue{t=0x3/d=0xa ""res/drawable-hdpi/award_item_rect_all.png"" a=2 r=0x7f02000a}"
"<android.content.res.Resources: java.io.InputStream openRawResource(int,android.util.TypedValue)>","2130837511","TypedValue{t=0x3/d=0x11 ""res/drawable-hdpi/award_unload_icon.png"" a=2 r=0x7f020011}"
"<android.content.res.Resources: java.io.InputStream openRawResource(int,android.util.TypedValue)>","2130837510","TypedValue{t=0x3/d=0x7 ""res/drawable-hdpi/award_cup_light.png"" a=2 r=0x7f020007}"
"<android.widget.ListView: void setCacheColorHint(int)>","0"
"<android.view.View: void setSoundEffectsEnabled(boolean)>","1"
"<android.widget.TextView: void setSingleLine(boolean)>","0"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Ninja Apprentice"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 100 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Peter Pan"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 2000 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Slash Madman"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 30000 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Ninja Master"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Game time reach 1 hour!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Brucee Lee"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Game time reach 24 hour!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Lords of Kongfu"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Get 20,000 score in level 1!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","The Flash"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Total score reach 600,000!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Invincible Ninja"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Total score reach 1200,000!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Ninja Apprentice"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 100 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Peter Pan"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 2000 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Slash Madman"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 30000 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Ninja Master"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Game time reach 1 hour!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Brucee Lee"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Game time reach 24 hour!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Lords of Kongfu"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Get 20,000 score in level 1!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","The Flash"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Total score reach 600,000!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Ninja Apprentice"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 100 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Peter Pan"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 2000 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Slash Madman"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 30000 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Ninja Master"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Game time reach 1 hour!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Brucee Lee"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Game time reach 24 hour!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Lords of Kongfu"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Get 20,000 score in level 1!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","The Flash"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Total score reach 600,000!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Total score reach 1200,000!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Ninja Apprentice"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 100 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Peter Pan"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 2000 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Slash Madman"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 30000 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Ninja Master"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Game time reach 1 hour!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Brucee Lee"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Game time reach 24 hour!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Lords of Kongfu"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Get 20,000 score in level 1!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","The Flash"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Total score reach 600,000!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Invincible Ninja"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Total score reach 1200,000!  (0%)"
"<android.widget.TextView: void setSingleLine(boolean)>","0"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Ninja Apprentice"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 100 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Peter Pan"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 2000 slashes!  (0%)"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Slash Madman"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Finish 30000 slashes!  (0%)"
