"<android.content.Intent: android.content.Intent setClass(android.content.Context,java.lang.Class)>","org.nwhy.Whackczkm.WhackAMole@37e11f5","class org.nwhy.Whackczkm.VSGame"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { cmp=org.nwhy.Whackczkm/.VSGame }"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.graphics.drawable.Drawable: void setBounds(int,int,int,int)>","0","0","80","80"
"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.app.Activity: void setContentView(int)>","2130903044"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p10"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p10"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p10"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p20"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p20"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p20"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p10"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p10"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p20"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p20"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p20"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p20"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p20"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p20"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p20"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p20"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p12"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p12"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p12"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p15"
"<android.util.Log: int e(java.lang.String,java.lang.String)>","ddd","p15"
