<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>;"POST"
<android.view.View: void setFocusable(boolean)>;"0"
<android.os.Handler: boolean sendEmptyMessage(int)>;"55"
<android.widget.ProgressBar: void setProgress(int)>;"36"
<android.widget.ProgressBar: void setProgress(int)>;"7"
<android.widget.ProgressBar: void setProgress(int)>;"24"
<android.widget.ProgressBar: void setProgress(int)>;"23"
<android.widget.ProgressBar: void setProgress(int)>;"15"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""82f831f7-2d19-4f79-96b6-bef7ef9b5735"",oauth_signature=""cfR7O349GxgW8Wn8ssT28HAzuaA%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682173906"",oauth_version=""1.0"""
<android.view.View: void setBackgroundResource(int)>;"2130837575"
<android.util.Log: int e(java.lang.String,java.lang.String)>;"Splash","DISMISS_PROGRESSBAR"
<android.widget.ProgressBar: void setProgress(int)>;"20"
<android.view.Window: void setFlags(int,int)>;"1024","1024"
<android.widget.ProgressBar: void setVisibility(int)>;"0"
<java.lang.String: boolean startsWith(java.lang.String)>;"460"
<android.util.Log: int e(java.lang.String,java.lang.String)>;"Splash","UPDATE_PROGRESSBAR"
<android.widget.ProgressBar: void setProgress(int)>;"9"
<android.widget.ProgressBar: void setProgress(int)>;"40"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""83470aad-54d8-4d7f-b92e-76964f824b2e"",oauth_signature=""4qdx%2B%2FSdLHxsRfpLoryZpCOEXGM%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682173906"",oauth_version=""1.0"""
<android.widget.ProgressBar: void setProgress(int)>;"30"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""39de3714-e8f4-43c5-98b3-756f8c9eecd5"",oauth_signature=""gux8MLtH7S0aRSqms1frjAbBIyI%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682173906"",oauth_version=""1.0"""
<android.widget.ProgressBar: void setProgress(int)>;"39"
<android.widget.ProgressBar: void setProgress(int)>;"18"
<android.widget.ProgressBar: void setProgress(int)>;"42"
<android.util.Log: int e(java.lang.String,java.lang.String)>;"KeyBoards","mRightKey: 55"
<android.widget.ProgressBar: void setProgress(int)>;"12"
<android.widget.ProgressBar: void setProgress(int)>;"27"
<android.widget.ProgressBar: void setProgress(int)>;"21"
<android.os.Handler: boolean sendEmptyMessage(int)>;"291"
<android.widget.ProgressBar: void setProgress(int)>;"3"
<android.util.Log: int e(java.lang.String,java.lang.String)>;"Main","onCreate: 1977"
<android.widget.ProgressBar: void setProgress(int)>;"6"
<android.widget.ProgressBar: void setProgress(int)>;"14"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Sdk-Version","1.0.3"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"DirectTapSDK","Starting DirectTap sdk"
<android.widget.ProgressBar: void setProgress(int)>;"29"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""9894b61e-c1c3-4835-a7ca-1dfc0a310496"",oauth_signature=""cCSE2HLXF0O8sE5YSouFlWDTbN0%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682173906"",oauth_version=""1.0"""
<android.widget.ProgressBar: void setProgress(int)>;"22"
<android.widget.ProgressBar: void setProgress(int)>;"19"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""7f3f9e59-0f75-4177-bb5d-ddd1e7431ee6"",oauth_signature=""kga9KBTlQLZllNo9ThPvIMJuL0k%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682173906"",oauth_version=""1.0"""
<android.view.View: void setBackgroundColor(int)>;"-16777216"
<android.widget.ProgressBar: void setProgress(int)>;"32"
<android.app.Activity: void setContentView(android.view.View)>;"android.widget.RelativeLayout{fabb1ed V.E...... ......I. 0,0-0,0}"
<android.view.View: void setVisibility(int)>;"0"
<android.widget.ProgressBar: void setProgress(int)>;"41"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""6962f752-fccb-445f-8113-78e79b273134"",oauth_signature=""%2FVKFpqXHkCKy38G8UZ%2BHKHtftd8%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682173906"",oauth_version=""1.0"""
<android.widget.ProgressBar: void setProgress(int)>;"43"
