<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>;"POST"
<android.app.Dialog: void setContentView(android.view.View)>;"android.widget.LinearLayout{c323c8d V.E...... ......I. 0,0-0,0}"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"sfx/scoreadd.ogg"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@1e9abb4","null","android.graphics.BitmapFactory$Options@40723dd"
<java.util.HashSet: boolean add(java.lang.Object)>;"org.andengine.opengl.c.b.a@1f0e233"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"gfx/system/polaroid.png"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"sfx/levelup.ogg"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@eee09f0","null","android.graphics.BitmapFactory$Options@2018b69"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"gfx/WINTER/tex1texturepacker.png"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"mfx/game.mp3"
<android.app.Dialog: void setContentView(android.view.View)>;"android.widget.LinearLayout{4c9ca5e V.E...... ......I. 0,0-0,0}"
<android.widget.TextView: void setText(java.lang.CharSequence)>;"No, thanks"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@2d720d9","null","android.graphics.BitmapFactory$Options@2714a9e"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"sfx/angels.ogg"
