<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>;"POST"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.816362676979518"
<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>;"CENTER"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:7.858413564019447"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","onCreate app"
<android.widget.TextView: void setText(java.lang.CharSequence)>;"HELLO"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"nnx.bc"
<android.graphics.Matrix: void setTranslate(float,float)>;"394.3272","0.0"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:11.808132506564828"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:9.456658841694582"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:13.32735311635001"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","cocos2dxrenderer::handleOnPause"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:13.194736086121475"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.425837868898665"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:9.904506782400974"
<android.util.Log: int i(java.lang.String,java.lang.String)>;"AndroidGraphics","paused"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:11.248299309106715"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.357273653180885"
<android.util.Log: int i(java.lang.String,java.lang.String)>;"AndroidGraphics","Managed buffers/app: { }"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:13.03899922605668"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:15.892199649921858"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Content-Length","280"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:9.835944864152708"
<android.os.Handler: boolean sendMessage(android.os.Message)>;"{ when=-11h16m24s608ms barrier=0 }"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:7.804815690206737"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Content-Length","281"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:15.975022836132897"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 394.3272][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:7.643113647491326"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:12.797263285164608"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 276.59564][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:7.9333829863941"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 181.05063][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:16.534435340610283"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:12.588739519787802"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 163.2475][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"IabHelper","Checking for in-app billing 3 support."
<android.graphics.Matrix: void setTranslate(float,float)>;"11.764726","0.0"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"media/sound/release.mp3"
<java.io.OutputStream: void write(byte[])>;"[B@45420d6"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:16.462404559770782"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:11.975359165670659"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"ExchangerSDK","Starting Exchanger sdk"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:9.663402359042154"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 221.61371][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"media/sound/CASH.mp3"
<android.util.Log: int i(java.lang.String,java.lang.String)>;"AndroidGraphics","destroyed"
<android.util.Log: int w(java.lang.String,java.lang.String)>;"DoodleMobileAnaylise","create files"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:10.903912304107672"
<android.view.View: void setFocusable(boolean)>;"0"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.164363537492932"
<android.util.Log: int i(java.lang.String,java.lang.String)>;"AndroidGraphics","Managed shaders/app: { }"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:14.294266672211462"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:0.32410962326257614"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","onSurfaceCreated"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:12.637285313039893"
<android.view.Window: void setFlags(int,int)>;"1024","1024"
<android.widget.TextView: void setText(java.lang.CharSequence)>;"If you enjoy using  Run!Santa!Run!, please take a moment to rate it. Thanks!"
<android.graphics.Matrix: void setTranslate(float,float)>;"111.45211","0.0"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.23773636932497"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.25130187512068"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.77192882852855"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 227.03938][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:15.78077878656187"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"media/sound/chumbung2.mp3"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","showEditText:"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 111.45211][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:10.695677731847978"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:13.28486384545516"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","bpk detected"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:12.489493303826617"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 113.56348][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:2.2895968383708247"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:11.931059682493771"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"User-Agent","Mozilla/5.0 (Linux; U; Android 9; en-us; AOSP on IA Emulator Build/PSR1.180720.117) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2 (AdMob-ANDROID-20101109)"
<android.util.Log: int i(java.lang.String,java.lang.String)>;"AndroidGraphics","Managed meshes/app: { }"
<android.graphics.Matrix: void setTranslate(float,float)>;"113.56348","0.0"
<android.os.Handler: boolean sendMessage(android.os.Message)>;"{ when=-11h14m5s874ms barrier=0 }"
<android.graphics.Matrix: void setTranslate(float,float)>;"343.52866","0.0"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"media/sound/CAMRA1.mp3"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:12.41093972329807"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 397.69934][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","cocos2dxrenderer::nativeOnResume"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.668380556717812"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:13.080216741458644"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.087956023153088"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:14.511238669929583"
<android.util.Log: int i(java.lang.String,java.lang.String)>;"AndroidInput","sensor listener tear down"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:16.495091605076354"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 396.79822][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:12.212229366348177"
<android.util.Log: int e(java.lang.String,java.lang.String)>;"debug info","**** Error: Problem setting up in-app billing: IabResult: Error checking for billing v3 support. (response: 3:Billing Unavailable)"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:11.615233738151895"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.973001548399093"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Connection","close"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:10.633537862699548"
<android.graphics.Matrix: void setTranslate(float,float)>;"105.19205","0.0"
<android.view.View: void setVisibility(int)>;"8"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.834891125516286"
<android.graphics.Matrix: void setTranslate(float,float)>;"276.59564","0.0"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:9.7523165307699"
<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>;"100001","240000"
<android.graphics.Matrix: void setTranslate(float,float)>;"1.2890532","0.0"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","createEditText:"
<android.os.Handler: boolean sendMessage(android.os.Message)>;"{ when=-13h46m56s498ms barrier=0 }"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"media/sound/dang.mp3"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.493901909297993"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:10.071907771628783"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:15.491805702324589"
<android.graphics.Matrix: void setTranslate(float,float)>;"272.98276","0.0"
<java.net.URL: void <init>;ava.lang.String)>","http://r.admob.com/ad_source.php"
<android.graphics.Matrix: void setTranslate(float,float)>;"4.6235914","0.0"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 62.20649][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.widget.TextView: void setText(java.lang.CharSequence)>;"Rate"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 343.52866][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:10.993303130666892"
<android.graphics.Matrix: void setTranslate(float,float)>;"374.1326","0.0"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.87847879139395"
<android.app.Dialog: void setContentView(android.view.View)>;"android.widget.LinearLayout{4c9ca5e V.E...... ......I. 0,0-0,0}"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"media/sound/maintheme.mp3"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:11.664576290351274"
<android.view.View: void setBackgroundColor(int)>;"0"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:13.105571623504117"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"media/sound/cola3.mp3"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 374.1326][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:10.959475192418893"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 4.6235914][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.app.Activity: void setContentView(int)>;"2130903040"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:15.163019800051744"
<android.app.Activity: void setContentView(int)>;"2130903041"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"media/sound/kung2.mp3"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:9.228894621824258"
<android.util.Log: int i(java.lang.String,java.lang.String)>;"AdMobSDK","To get test ads on this device use AdManager.setTestDevices( new String[] { ""CE7FAD6335109EE57C0F4ECA3740B60D"" } )"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 1.2890532][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:10.780426736939734"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.65859026622034"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:15.18423105418453"
<android.graphics.Matrix: void setTranslate(float,float)>;"31.821383","0.0"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:9.155867901553139"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:10.053778378674558"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:12.145512715835629"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.351543944500516"
